,음식,label,구간
1074,"('귀리밥(반공기)', '김치수제비국', '콩나물찜')",1157,22
1075,"('귀리밥(반공기)', '김치수제비국', '훈제닭가슴살')",1159,15
1076,"('귀리밥(반공기)', '김치수제비국', '계란프라이')",1143,11
1077,"('귀리밥(반공기)', '김치수제비국', '계란찜')",1142,22
1078,"('귀리밥(반공기)', '김치수제비국', '계란햄말이')",1144,16
1079,"('귀리밥(반공기)', '김치수제비국', '쇠고기장조림')",1150,16
1080,"('귀리밥(반공기)', '우거지국', '콩나물무침')",1296,3
1081,"('귀리밥(반공기)', '우거지국', '고사리나물')",1285,4
1082,"('귀리밥(반공기)', '우거지국', '버섯볶음')",1289,9
1083,"('귀리밥(반공기)', '우거지국', '진미채볶음')",1294,13
1084,"('귀리밥(반공기)', '우거지국', '낚지볶음')",1288,18
1085,"('귀리밥(반공기)', '우거지국', '김치참치볶음')",1287,4
1086,"('귀리밥(반공기)', '우거지국', '갈치구이')",1280,18
1087,"('귀리밥(반공기)', '우거지국', '조기구이')",1293,8
1088,"('귀리밥(반공기)', '우거지국', '잔멸치볶음')",1292,6
1089,"('귀리밥(반공기)', '우거지국', '감자채볶음')",1281,7
1090,"('귀리밥(반공기)', '우거지국', '애호박볶음')",1291,8
1091,"('귀리밥(반공기)', '우거지국', '골뱅이무침')",1286,10
1092,"('귀리밥(반공기)', '우거지국', '홍합무침')",1298,9
1093,"('귀리밥(반공기)', '우거지국', '코다리찜')",1295,13
1094,"('귀리밥(반공기)', '우거지국', '콩나물찜')",1297,19
1095,"('귀리밥(반공기)', '우거지국', '훈제닭가슴살')",1299,11
1096,"('귀리밥(반공기)', '우거지국', '계란프라이')",1283,8
1097,"('귀리밥(반공기)', '우거지국', '계란찜')",1282,19
1098,"('귀리밥(반공기)', '우거지국', '계란햄말이')",1284,13
1099,"('귀리밥(반공기)', '우거지국', '쇠고기장조림')",1290,12
1100,"('현미밥(반공기)', '쇠고기국', '콩나물무침')",2116,7
1101,"('현미밥(반공기)', '쇠고기국', '고사리나물')",2105,8
1102,"('현미밥(반공기)', '쇠고기국', '버섯볶음')",2109,13
1103,"('현미밥(반공기)', '쇠고기국', '진미채볶음')",2114,17
1104,"('현미밥(반공기)', '쇠고기국', '낚지볶음')",2108,22
1105,"('현미밥(반공기)', '쇠고기국', '김치참치볶음')",2107,8
1106,"('현미밥(반공기)', '쇠고기국', '갈치구이')",2100,23
1107,"('현미밥(반공기)', '쇠고기국', '조기구이')",2113,13
1108,"('현미밥(반공기)', '쇠고기국', '잔멸치볶음')",2112,10
1109,"('현미밥(반공기)', '쇠고기국', '감자채볶음')",2101,12
1110,"('현미밥(반공기)', '쇠고기국', '애호박볶음')",2111,12
1111,"('현미밥(반공기)', '쇠고기국', '골뱅이무침')",2106,14
1112,"('현미밥(반공기)', '쇠고기국', '홍합무침')",2118,14
1113,"('현미밥(반공기)', '쇠고기국', '코다리찜')",2115,17
1114,"('현미밥(반공기)', '쇠고기국', '콩나물찜')",2117,23
1115,"('현미밥(반공기)', '쇠고기국', '훈제닭가슴살')",2119,16
1116,"('현미밥(반공기)', '쇠고기국', '계란프라이')",2103,12
1117,"('현미밥(반공기)', '쇠고기국', '계란찜')",2102,23
1118,"('현미밥(반공기)', '쇠고기국', '계란햄말이')",2104,17
1119,"('현미밥(반공기)', '쇠고기국', '쇠고기장조림')",2110,17
1120,"('현미밥(반공기)', '시래기국', '콩나물무침')",2136,5
1121,"('현미밥(반공기)', '시래기국', '고사리나물')",2125,6
1122,"('현미밥(반공기)', '시래기국', '버섯볶음')",2129,11
1123,"('현미밥(반공기)', '시래기국', '진미채볶음')",2134,15
1124,"('현미밥(반공기)', '시래기국', '낚지볶음')",2128,20
1125,"('현미밥(반공기)', '시래기국', '김치참치볶음')",2127,6
1126,"('현미밥(반공기)', '시래기국', '갈치구이')",2120,20
1127,"('현미밥(반공기)', '시래기국', '조기구이')",2133,10
1128,"('현미밥(반공기)', '시래기국', '잔멸치볶음')",2132,8
1129,"('현미밥(반공기)', '시래기국', '감자채볶음')",2121,9
1130,"('현미밥(반공기)', '시래기국', '애호박볶음')",2131,10
1131,"('현미밥(반공기)', '시래기국', '골뱅이무침')",2126,12
1132,"('현미밥(반공기)', '시래기국', '홍합무침')",2138,11
1133,"('현미밥(반공기)', '시래기국', '코다리찜')",2135,15
1134,"('현미밥(반공기)', '시래기국', '콩나물찜')",2137,21
1135,"('현미밥(반공기)', '시래기국', '훈제닭가슴살')",2139,13
1136,"('현미밥(반공기)', '시래기국', '계란프라이')",2123,10
1137,"('현미밥(반공기)', '시래기국', '계란찜')",2122,21
1138,"('현미밥(반공기)', '시래기국', '계란햄말이')",2124,15
1139,"('현미밥(반공기)', '시래기국', '쇠고기장조림')",2130,14
1140,"('현미밥(반공기)', '감자맑은국', '콩나물무침')",1996,7
1141,"('현미밥(반공기)', '감자맑은국', '고사리나물')",1985,8
1142,"('현미밥(반공기)', '감자맑은국', '버섯볶음')",1989,13
1143,"('현미밥(반공기)', '감자맑은국', '진미채볶음')",1994,17
1144,"('현미밥(반공기)', '감자맑은국', '낚지볶음')",1988,22
1145,"('현미밥(반공기)', '감자맑은국', '김치참치볶음')",1987,8
1146,"('현미밥(반공기)', '감자맑은국', '갈치구이')",1980,22
1147,"('현미밥(반공기)', '감자맑은국', '조기구이')",1993,13
1148,"('현미밥(반공기)', '감자맑은국', '잔멸치볶음')",1992,10
1149,"('현미밥(반공기)', '감자맑은국', '감자채볶음')",1981,12
1150,"('현미밥(반공기)', '감자맑은국', '애호박볶음')",1991,12
1151,"('현미밥(반공기)', '감자맑은국', '골뱅이무침')",1986,14
1152,"('현미밥(반공기)', '감자맑은국', '홍합무침')",1998,14
1153,"('현미밥(반공기)', '감자맑은국', '코다리찜')",1995,17
1154,"('현미밥(반공기)', '감자맑은국', '콩나물찜')",1997,23
1155,"('현미밥(반공기)', '감자맑은국', '훈제닭가슴살')",1999,16
1156,"('현미밥(반공기)', '감자맑은국', '계란프라이')",1983,12
1157,"('현미밥(반공기)', '감자맑은국', '계란찜')",1982,23
1158,"('현미밥(반공기)', '감자맑은국', '계란햄말이')",1984,17
1159,"('현미밥(반공기)', '감자맑은국', '쇠고기장조림')",1990,16
1160,"('현미밥(반공기)', '감자수제비국', '콩나물무침')",2016,10
1161,"('현미밥(반공기)', '감자수제비국', '고사리나물')",2005,12
1162,"('현미밥(반공기)', '감자수제비국', '버섯볶음')",2009,16
1163,"('현미밥(반공기)', '감자수제비국', '진미채볶음')",2014,21
1164,"('현미밥(반공기)', '감자수제비국', '낚지볶음')",2008,25
1165,"('현미밥(반공기)', '감자수제비국', '김치참치볶음')",2007,12
1166,"('현미밥(반공기)', '감자수제비국', '갈치구이')",2000,26
1167,"('현미밥(반공기)', '감자수제비국', '조기구이')",2013,16
1168,"('현미밥(반공기)', '감자수제비국', '잔멸치볶음')",2012,13
1169,"('현미밥(반공기)', '감자수제비국', '감자채볶음')",2001,15
1170,"('현미밥(반공기)', '감자수제비국', '애호박볶음')",2011,16
1171,"('현미밥(반공기)', '감자수제비국', '골뱅이무침')",2006,18
1172,"('현미밥(반공기)', '감자수제비국', '홍합무침')",2018,17
1173,"('현미밥(반공기)', '감자수제비국', '코다리찜')",2015,20
1174,"('현미밥(반공기)', '감자수제비국', '콩나물찜')",2017,26
1175,"('현미밥(반공기)', '감자수제비국', '훈제닭가슴살')",2019,19
1176,"('현미밥(반공기)', '감자수제비국', '계란프라이')",2003,16
1177,"('현미밥(반공기)', '감자수제비국', '계란찜')",2002,27
1178,"('현미밥(반공기)', '감자수제비국', '계란햄말이')",2004,20
1179,"('현미밥(반공기)', '감자수제비국', '쇠고기장조림')",2010,20
1180,"('현미밥(반공기)', '바지락국', '콩나물무침')",2096,6
1181,"('현미밥(반공기)', '바지락국', '고사리나물')",2085,7
1182,"('현미밥(반공기)', '바지락국', '버섯볶음')",2089,12
1183,"('현미밥(반공기)', '바지락국', '진미채볶음')",2094,16
1184,"('현미밥(반공기)', '바지락국', '낚지볶음')",2088,21
1185,"('현미밥(반공기)', '바지락국', '김치참치볶음')",2087,7
1186,"('현미밥(반공기)', '바지락국', '갈치구이')",2080,21
1187,"('현미밥(반공기)', '바지락국', '조기구이')",2093,12
1188,"('현미밥(반공기)', '바지락국', '잔멸치볶음')",2092,9
1189,"('현미밥(반공기)', '바지락국', '감자채볶음')",2081,10
1190,"('현미밥(반공기)', '바지락국', '애호박볶음')",2091,11
1191,"('현미밥(반공기)', '바지락국', '골뱅이무침')",2086,13
1192,"('현미밥(반공기)', '바지락국', '홍합무침')",2098,13
1193,"('현미밥(반공기)', '바지락국', '코다리찜')",2095,16
1194,"('현미밥(반공기)', '바지락국', '콩나물찜')",2097,22
1195,"('현미밥(반공기)', '바지락국', '훈제닭가슴살')",2099,15
1196,"('현미밥(반공기)', '바지락국', '계란프라이')",2083,11
1197,"('현미밥(반공기)', '바지락국', '계란찜')",2082,22
1198,"('현미밥(반공기)', '바지락국', '계란햄말이')",2084,16
1199,"('현미밥(반공기)', '바지락국', '쇠고기장조림')",2090,15
1200,"('현미밥(반공기)', '오징어국', '콩나물무침')",2156,7
1201,"('현미밥(반공기)', '오징어국', '고사리나물')",2145,8
1202,"('현미밥(반공기)', '오징어국', '버섯볶음')",2149,13
1203,"('현미밥(반공기)', '오징어국', '진미채볶음')",2154,17
1204,"('현미밥(반공기)', '오징어국', '낚지볶음')",2148,22
1205,"('현미밥(반공기)', '오징어국', '김치참치볶음')",2147,8
1206,"('현미밥(반공기)', '오징어국', '갈치구이')",2140,22
1207,"('현미밥(반공기)', '오징어국', '조기구이')",2153,13
1208,"('현미밥(반공기)', '오징어국', '잔멸치볶음')",2152,10
1209,"('현미밥(반공기)', '오징어국', '감자채볶음')",2141,12
1210,"('현미밥(반공기)', '오징어국', '애호박볶음')",2151,12
1211,"('현미밥(반공기)', '오징어국', '골뱅이무침')",2146,14
1212,"('현미밥(반공기)', '오징어국', '홍합무침')",2158,14
1213,"('현미밥(반공기)', '오징어국', '코다리찜')",2155,17
1214,"('현미밥(반공기)', '오징어국', '콩나물찜')",2157,23
1215,"('현미밥(반공기)', '오징어국', '훈제닭가슴살')",2159,16
1216,"('현미밥(반공기)', '오징어국', '계란프라이')",2143,12
1217,"('현미밥(반공기)', '오징어국', '계란찜')",2142,23
1218,"('현미밥(반공기)', '오징어국', '계란햄말이')",2144,17
1219,"('현미밥(반공기)', '오징어국', '쇠고기장조림')",2150,16
1220,"('현미밥(반공기)', '모시조개국', '콩나물무침')",2076,3
1221,"('현미밥(반공기)', '모시조개국', '고사리나물')",2065,4
1222,"('현미밥(반공기)', '모시조개국', '버섯볶음')",2069,9
1223,"('현미밥(반공기)', '모시조개국', '진미채볶음')",2074,13
1224,"('현미밥(반공기)', '모시조개국', '낚지볶음')",2068,18
1225,"('현미밥(반공기)', '모시조개국', '김치참치볶음')",2067,4
1226,"('현미밥(반공기)', '모시조개국', '갈치구이')",2060,19
1227,"('현미밥(반공기)', '모시조개국', '조기구이')",2073,9
1228,"('현미밥(반공기)', '모시조개국', '잔멸치볶음')",2072,6
1229,"('현미밥(반공기)', '모시조개국', '감자채볶음')",2061,8
1230,"('현미밥(반공기)', '모시조개국', '애호박볶음')",2071,8
1231,"('현미밥(반공기)', '모시조개국', '골뱅이무침')",2066,10
1232,"('현미밥(반공기)', '모시조개국', '홍합무침')",2078,10
1233,"('현미밥(반공기)', '모시조개국', '코다리찜')",2075,13
1234,"('현미밥(반공기)', '모시조개국', '콩나물찜')",2077,19
1235,"('현미밥(반공기)', '모시조개국', '훈제닭가슴살')",2079,12
1236,"('현미밥(반공기)', '모시조개국', '계란프라이')",2063,8
1237,"('현미밥(반공기)', '모시조개국', '계란찜')",2062,19
1238,"('현미밥(반공기)', '모시조개국', '계란햄말이')",2064,13
1239,"('현미밥(반공기)', '모시조개국', '쇠고기장조림')",2070,13
1240,"('현미밥(반공기)', '홍합우거지국', '콩나물무침')",2196,5
1241,"('현미밥(반공기)', '홍합우거지국', '고사리나물')",2185,6
1242,"('현미밥(반공기)', '홍합우거지국', '버섯볶음')",2189,11
1243,"('현미밥(반공기)', '홍합우거지국', '진미채볶음')",2194,15
1244,"('현미밥(반공기)', '홍합우거지국', '낚지볶음')",2188,19
1245,"('현미밥(반공기)', '홍합우거지국', '김치참치볶음')",2187,6
1246,"('현미밥(반공기)', '홍합우거지국', '갈치구이')",2180,20
1247,"('현미밥(반공기)', '홍합우거지국', '조기구이')",2193,10
1248,"('현미밥(반공기)', '홍합우거지국', '잔멸치볶음')",2192,8
1249,"('현미밥(반공기)', '홍합우거지국', '감자채볶음')",2181,9
1250,"('현미밥(반공기)', '홍합우거지국', '애호박볶음')",2191,10
1251,"('현미밥(반공기)', '홍합우거지국', '골뱅이무침')",2186,12
1252,"('현미밥(반공기)', '홍합우거지국', '홍합무침')",2198,11
1253,"('현미밥(반공기)', '홍합우거지국', '코다리찜')",2195,15
1254,"('현미밥(반공기)', '홍합우거지국', '콩나물찜')",2197,20
1255,"('현미밥(반공기)', '홍합우거지국', '훈제닭가슴살')",2199,13
1256,"('현미밥(반공기)', '홍합우거지국', '계란프라이')",2183,10
1257,"('현미밥(반공기)', '홍합우거지국', '계란찜')",2182,21
1258,"('현미밥(반공기)', '홍합우거지국', '계란햄말이')",2184,15
1259,"('현미밥(반공기)', '홍합우거지국', '쇠고기장조림')",2190,14
1260,"('현미밥(반공기)', '김치콩나물국', '콩나물무침')",2056,4
1261,"('현미밥(반공기)', '김치콩나물국', '고사리나물')",2045,5
1262,"('현미밥(반공기)', '김치콩나물국', '버섯볶음')",2049,10
1263,"('현미밥(반공기)', '김치콩나물국', '진미채볶음')",2054,14
1264,"('현미밥(반공기)', '김치콩나물국', '낚지볶음')",2048,18
1265,"('현미밥(반공기)', '김치콩나물국', '김치참치볶음')",2047,5
1266,"('현미밥(반공기)', '김치콩나물국', '갈치구이')",2040,19
1267,"('현미밥(반공기)', '김치콩나물국', '조기구이')",2053,9
1268,"('현미밥(반공기)', '김치콩나물국', '잔멸치볶음')",2052,7
1269,"('현미밥(반공기)', '김치콩나물국', '감자채볶음')",2041,8
1270,"('현미밥(반공기)', '김치콩나물국', '애호박볶음')",2051,9
1271,"('현미밥(반공기)', '김치콩나물국', '골뱅이무침')",2046,11
1272,"('현미밥(반공기)', '김치콩나물국', '홍합무침')",2058,10
1273,"('현미밥(반공기)', '김치콩나물국', '코다리찜')",2055,14
1274,"('현미밥(반공기)', '김치콩나물국', '콩나물찜')",2057,19
1275,"('현미밥(반공기)', '김치콩나물국', '훈제닭가슴살')",2059,12
1276,"('현미밥(반공기)', '김치콩나물국', '계란프라이')",2043,9
1277,"('현미밥(반공기)', '김치콩나물국', '계란찜')",2042,20
1278,"('현미밥(반공기)', '김치콩나물국', '계란햄말이')",2044,14
1279,"('현미밥(반공기)', '김치콩나물국', '쇠고기장조림')",2050,13
1280,"('현미밥(반공기)', '김치수제비국', '콩나물무침')",2036,8
1281,"('현미밥(반공기)', '김치수제비국', '고사리나물')",2025,9
1282,"('현미밥(반공기)', '김치수제비국', '버섯볶음')",2029,14
1283,"('현미밥(반공기)', '김치수제비국', '진미채볶음')",2034,18
1284,"('현미밥(반공기)', '김치수제비국', '낚지볶음')",2028,23
1285,"('현미밥(반공기)', '김치수제비국', '김치참치볶음')",2027,9
1286,"('현미밥(반공기)', '김치수제비국', '갈치구이')",2020,23
1287,"('현미밥(반공기)', '김치수제비국', '조기구이')",2033,14
1288,"('현미밥(반공기)', '김치수제비국', '잔멸치볶음')",2032,11
1289,"('현미밥(반공기)', '김치수제비국', '감자채볶음')",2021,13
1290,"('현미밥(반공기)', '김치수제비국', '애호박볶음')",2031,13
1291,"('현미밥(반공기)', '김치수제비국', '골뱅이무침')",2026,15
1292,"('현미밥(반공기)', '김치수제비국', '홍합무침')",2038,15
1293,"('현미밥(반공기)', '김치수제비국', '코다리찜')",2035,18
1294,"('현미밥(반공기)', '김치수제비국', '콩나물찜')",2037,24
1295,"('현미밥(반공기)', '김치수제비국', '훈제닭가슴살')",2039,17
1296,"('현미밥(반공기)', '김치수제비국', '계란프라이')",2023,13
1297,"('현미밥(반공기)', '김치수제비국', '계란찜')",2022,24
1298,"('현미밥(반공기)', '김치수제비국', '계란햄말이')",2024,18
1299,"('현미밥(반공기)', '김치수제비국', '쇠고기장조림')",2030,17
1300,"('현미밥(반공기)', '우거지국', '콩나물무침')",2176,4
1301,"('현미밥(반공기)', '우거지국', '고사리나물')",2165,6
1302,"('현미밥(반공기)', '우거지국', '버섯볶음')",2169,10
1303,"('현미밥(반공기)', '우거지국', '진미채볶음')",2174,15
1304,"('현미밥(반공기)', '우거지국', '낚지볶음')",2168,19
1305,"('현미밥(반공기)', '우거지국', '김치참치볶음')",2167,6
1306,"('현미밥(반공기)', '우거지국', '갈치구이')",2160,20
1307,"('현미밥(반공기)', '우거지국', '조기구이')",2173,10
1308,"('현미밥(반공기)', '우거지국', '잔멸치볶음')",2172,7
1309,"('현미밥(반공기)', '우거지국', '감자채볶음')",2161,9
1310,"('현미밥(반공기)', '우거지국', '애호박볶음')",2171,10
1311,"('현미밥(반공기)', '우거지국', '골뱅이무침')",2166,12
1312,"('현미밥(반공기)', '우거지국', '홍합무침')",2178,11
1313,"('현미밥(반공기)', '우거지국', '코다리찜')",2175,14
1314,"('현미밥(반공기)', '우거지국', '콩나물찜')",2177,20
1315,"('현미밥(반공기)', '우거지국', '훈제닭가슴살')",2179,13
1316,"('현미밥(반공기)', '우거지국', '계란프라이')",2163,10
1317,"('현미밥(반공기)', '우거지국', '계란찜')",2162,21
1318,"('현미밥(반공기)', '우거지국', '계란햄말이')",2164,14
1319,"('현미밥(반공기)', '우거지국', '쇠고기장조림')",2170,14
1320,"('강낭콩밥(반공기)', '쇠고기국', '콩나물무침')",136,9
1321,"('강낭콩밥(반공기)', '쇠고기국', '고사리나물')",125,10
1322,"('강낭콩밥(반공기)', '쇠고기국', '버섯볶음')",129,15
1323,"('강낭콩밥(반공기)', '쇠고기국', '진미채볶음')",134,19
1324,"('강낭콩밥(반공기)', '쇠고기국', '낚지볶음')",128,24
1325,"('강낭콩밥(반공기)', '쇠고기국', '김치참치볶음')",127,10
1326,"('강낭콩밥(반공기)', '쇠고기국', '갈치구이')",120,24
1327,"('강낭콩밥(반공기)', '쇠고기국', '조기구이')",133,14
1328,"('강낭콩밥(반공기)', '쇠고기국', '잔멸치볶음')",132,12
1329,"('강낭콩밥(반공기)', '쇠고기국', '감자채볶음')",121,13
1330,"('강낭콩밥(반공기)', '쇠고기국', '애호박볶음')",131,14
1331,"('강낭콩밥(반공기)', '쇠고기국', '골뱅이무침')",126,16
1332,"('강낭콩밥(반공기)', '쇠고기국', '홍합무침')",138,15
1333,"('강낭콩밥(반공기)', '쇠고기국', '코다리찜')",135,19
1334,"('강낭콩밥(반공기)', '쇠고기국', '콩나물찜')",137,25
1335,"('강낭콩밥(반공기)', '쇠고기국', '훈제닭가슴살')",139,17
1336,"('강낭콩밥(반공기)', '쇠고기국', '계란프라이')",123,14
1337,"('강낭콩밥(반공기)', '쇠고기국', '계란찜')",122,25
1338,"('강낭콩밥(반공기)', '쇠고기국', '계란햄말이')",124,19
1339,"('강낭콩밥(반공기)', '쇠고기국', '쇠고기장조림')",130,18
1340,"('강낭콩밥(반공기)', '시래기국', '콩나물무침')",156,6
1341,"('강낭콩밥(반공기)', '시래기국', '고사리나물')",145,7
1342,"('강낭콩밥(반공기)', '시래기국', '버섯볶음')",149,12
1343,"('강낭콩밥(반공기)', '시래기국', '진미채볶음')",154,16
1344,"('강낭콩밥(반공기)', '시래기국', '낚지볶음')",148,21
1345,"('강낭콩밥(반공기)', '시래기국', '김치참치볶음')",147,7
1346,"('강낭콩밥(반공기)', '시래기국', '갈치구이')",140,22
1347,"('강낭콩밥(반공기)', '시래기국', '조기구이')",153,12
1348,"('강낭콩밥(반공기)', '시래기국', '잔멸치볶음')",152,9
1349,"('강낭콩밥(반공기)', '시래기국', '감자채볶음')",141,11
1350,"('강낭콩밥(반공기)', '시래기국', '애호박볶음')",151,11
1351,"('강낭콩밥(반공기)', '시래기국', '골뱅이무침')",146,13
1352,"('강낭콩밥(반공기)', '시래기국', '홍합무침')",158,13
1353,"('강낭콩밥(반공기)', '시래기국', '코다리찜')",155,16
1354,"('강낭콩밥(반공기)', '시래기국', '콩나물찜')",157,22
1355,"('강낭콩밥(반공기)', '시래기국', '훈제닭가슴살')",159,15
1356,"('강낭콩밥(반공기)', '시래기국', '계란프라이')",143,11
1357,"('강낭콩밥(반공기)', '시래기국', '계란찜')",142,22
1358,"('강낭콩밥(반공기)', '시래기국', '계란햄말이')",144,16
1359,"('강낭콩밥(반공기)', '시래기국', '쇠고기장조림')",150,16
1360,"('강낭콩밥(반공기)', '감자맑은국', '콩나물무침')",16,8
1361,"('강낭콩밥(반공기)', '감자맑은국', '고사리나물')",5,10
1362,"('강낭콩밥(반공기)', '감자맑은국', '버섯볶음')",9,14
1363,"('강낭콩밥(반공기)', '감자맑은국', '진미채볶음')",14,19
1364,"('강낭콩밥(반공기)', '감자맑은국', '낚지볶음')",8,23
1365,"('강낭콩밥(반공기)', '감자맑은국', '김치참치볶음')",7,10
1366,"('강낭콩밥(반공기)', '감자맑은국', '갈치구이')",0,24
1367,"('강낭콩밥(반공기)', '감자맑은국', '조기구이')",13,14
1368,"('강낭콩밥(반공기)', '감자맑은국', '잔멸치볶음')",12,11
1369,"('강낭콩밥(반공기)', '감자맑은국', '감자채볶음')",1,13
1370,"('강낭콩밥(반공기)', '감자맑은국', '애호박볶음')",11,14
1371,"('강낭콩밥(반공기)', '감자맑은국', '골뱅이무침')",6,16
1372,"('강낭콩밥(반공기)', '감자맑은국', '홍합무침')",18,15
1373,"('강낭콩밥(반공기)', '감자맑은국', '코다리찜')",15,18
1374,"('강낭콩밥(반공기)', '감자맑은국', '콩나물찜')",17,24
1375,"('강낭콩밥(반공기)', '감자맑은국', '훈제닭가슴살')",19,17
1376,"('강낭콩밥(반공기)', '감자맑은국', '계란프라이')",3,14
1377,"('강낭콩밥(반공기)', '감자맑은국', '계란찜')",2,25
1378,"('강낭콩밥(반공기)', '감자맑은국', '계란햄말이')",4,18
1379,"('강낭콩밥(반공기)', '감자맑은국', '쇠고기장조림')",10,18
1380,"('강낭콩밥(반공기)', '감자수제비국', '콩나물무침')",36,12
1381,"('강낭콩밥(반공기)', '감자수제비국', '고사리나물')",25,13
1382,"('강낭콩밥(반공기)', '감자수제비국', '버섯볶음')",29,18
1383,"('강낭콩밥(반공기)', '감자수제비국', '진미채볶음')",34,22
1384,"('강낭콩밥(반공기)', '감자수제비국', '낚지볶음')",28,27
1385,"('강낭콩밥(반공기)', '감자수제비국', '김치참치볶음')",27,13
1386,"('강낭콩밥(반공기)', '감자수제비국', '갈치구이')",20,27
1387,"('강낭콩밥(반공기)', '감자수제비국', '조기구이')",33,18
1388,"('강낭콩밥(반공기)', '감자수제비국', '잔멸치볶음')",32,15
1389,"('강낭콩밥(반공기)', '감자수제비국', '감자채볶음')",21,17
1390,"('강낭콩밥(반공기)', '감자수제비국', '애호박볶음')",31,17
1391,"('강낭콩밥(반공기)', '감자수제비국', '골뱅이무침')",26,19
1392,"('강낭콩밥(반공기)', '감자수제비국', '홍합무침')",38,19
1393,"('강낭콩밥(반공기)', '감자수제비국', '코다리찜')",35,22
1394,"('강낭콩밥(반공기)', '감자수제비국', '콩나물찜')",37,28
1395,"('강낭콩밥(반공기)', '감자수제비국', '훈제닭가슴살')",39,21
1396,"('강낭콩밥(반공기)', '감자수제비국', '계란프라이')",23,17
1397,"('강낭콩밥(반공기)', '감자수제비국', '계란찜')",22,28
1398,"('강낭콩밥(반공기)', '감자수제비국', '계란햄말이')",24,22
1399,"('강낭콩밥(반공기)', '감자수제비국', '쇠고기장조림')",30,21
1400,"('강낭콩밥(반공기)', '바지락국', '콩나물무침')",116,7
1401,"('강낭콩밥(반공기)', '바지락국', '고사리나물')",105,9
1402,"('강낭콩밥(반공기)', '바지락국', '버섯볶음')",109,13
1403,"('강낭콩밥(반공기)', '바지락국', '진미채볶음')",114,17
1404,"('강낭콩밥(반공기)', '바지락국', '낚지볶음')",108,22
1405,"('강낭콩밥(반공기)', '바지락국', '김치참치볶음')",107,9
1406,"('강낭콩밥(반공기)', '바지락국', '갈치구이')",100,23
1407,"('강낭콩밥(반공기)', '바지락국', '조기구이')",113,13
1408,"('강낭콩밥(반공기)', '바지락국', '잔멸치볶음')",112,10
1409,"('강낭콩밥(반공기)', '바지락국', '감자채볶음')",101,12
1410,"('강낭콩밥(반공기)', '바지락국', '애호박볶음')",111,13
1411,"('강낭콩밥(반공기)', '바지락국', '골뱅이무침')",106,14
1412,"('강낭콩밥(반공기)', '바지락국', '홍합무침')",118,14
1413,"('강낭콩밥(반공기)', '바지락국', '코다리찜')",115,17
1414,"('강낭콩밥(반공기)', '바지락국', '콩나물찜')",117,23
1415,"('강낭콩밥(반공기)', '바지락국', '훈제닭가슴살')",119,16
1416,"('강낭콩밥(반공기)', '바지락국', '계란프라이')",103,12
1417,"('강낭콩밥(반공기)', '바지락국', '계란찜')",102,24
1418,"('강낭콩밥(반공기)', '바지락국', '계란햄말이')",104,17
1419,"('강낭콩밥(반공기)', '바지락국', '쇠고기장조림')",110,17
1420,"('강낭콩밥(반공기)', '오징어국', '콩나물무침')",176,9
1421,"('강낭콩밥(반공기)', '오징어국', '고사리나물')",165,10
1422,"('강낭콩밥(반공기)', '오징어국', '버섯볶음')",169,15
1423,"('강낭콩밥(반공기)', '오징어국', '진미채볶음')",174,19
1424,"('강낭콩밥(반공기)', '오징어국', '낚지볶음')",168,23
1425,"('강낭콩밥(반공기)', '오징어국', '김치참치볶음')",167,10
1426,"('강낭콩밥(반공기)', '오징어국', '갈치구이')",160,24
1427,"('강낭콩밥(반공기)', '오징어국', '조기구이')",173,14
1428,"('강낭콩밥(반공기)', '오징어국', '잔멸치볶음')",172,12
1429,"('강낭콩밥(반공기)', '오징어국', '감자채볶음')",161,13
1430,"('강낭콩밥(반공기)', '오징어국', '애호박볶음')",171,14
1431,"('강낭콩밥(반공기)', '오징어국', '골뱅이무침')",166,16
1432,"('강낭콩밥(반공기)', '오징어국', '홍합무침')",178,15
1433,"('강낭콩밥(반공기)', '오징어국', '코다리찜')",175,19
1434,"('강낭콩밥(반공기)', '오징어국', '콩나물찜')",177,24
1435,"('강낭콩밥(반공기)', '오징어국', '훈제닭가슴살')",179,17
1436,"('강낭콩밥(반공기)', '오징어국', '계란프라이')",163,14
1437,"('강낭콩밥(반공기)', '오징어국', '계란찜')",162,25
1438,"('강낭콩밥(반공기)', '오징어국', '계란햄말이')",164,19
1439,"('강낭콩밥(반공기)', '오징어국', '쇠고기장조림')",170,18
1440,"('강낭콩밥(반공기)', '모시조개국', '콩나물무침')",96,5
1441,"('강낭콩밥(반공기)', '모시조개국', '고사리나물')",85,6
1442,"('강낭콩밥(반공기)', '모시조개국', '버섯볶음')",89,11
1443,"('강낭콩밥(반공기)', '모시조개국', '진미채볶음')",94,15
1444,"('강낭콩밥(반공기)', '모시조개국', '낚지볶음')",88,20
1445,"('강낭콩밥(반공기)', '모시조개국', '김치참치볶음')",87,6
1446,"('강낭콩밥(반공기)', '모시조개국', '갈치구이')",80,20
1447,"('강낭콩밥(반공기)', '모시조개국', '조기구이')",93,10
1448,"('강낭콩밥(반공기)', '모시조개국', '잔멸치볶음')",92,8
1449,"('강낭콩밥(반공기)', '모시조개국', '감자채볶음')",81,9
1450,"('강낭콩밥(반공기)', '모시조개국', '애호박볶음')",91,10
1451,"('강낭콩밥(반공기)', '모시조개국', '골뱅이무침')",86,12
